,abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,hp,name,sp_attack,sp_defense,speed,type1,type2,is_legendary
487,['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,70,100,600,3,Lunar Pokémon,120,1250000,120,Cresselia,75,130,85,psychic,,1
488,['Hydration'],1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,80,70,480,30,Sea Drifter Pokémon,80,1250000,80,Phione,80,80,80,water,,0
489,['Hydration'],1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,100,70,600,3,Seafaring Pokémon,100,1250000,100,Manaphy,100,100,100,water,,1
490,['Bad Dreams'],2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,90,0,600,3,Pitch-Black Pokémon,90,1250000,70,Darkrai,135,90,125,dark,,1
491,"['Natural Cure', 'Serene Grace']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,103,100,600,45,Gratitude Pokémon,75,1059860,100,Shaymin,120,75,127,grass,grass,1
492,['Multitype'],1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,120,0,720,3,Alpha Pokémon,120,1250000,120,Arceus,120,120,120,normal,,1
493,['Victory Star'],1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,2.0,0.5,2.0,0.5,1.0,1.0,0.5,2.0,0.5,2.0,100,100,600,3,Victory Pokémon,100,1250000,100,Victini,100,100,100,psychic,fire,1
494,"['Overgrow', 'Contrary']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,45,70,308,45,Grass Snake Pokémon,55,1059860,45,Snivy,45,55,63,grass,,0
495,"['Overgrow', 'Contrary']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,60,70,413,45,Grass Snake Pokémon,75,1059860,60,Servine,60,75,83,grass,,0
496,"['Overgrow', 'Contrary']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,75,70,528,45,Regal Pokémon,95,1059860,75,Serperior,75,95,113,grass,,0
497,"['Blaze', 'Thick Fat']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,63,70,308,45,Fire Pig Pokémon,45,1059860,65,Tepig,45,45,45,fire,,0
498,"['Blaze', 'Thick Fat']",0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,93,70,418,45,Fire Pig Pokémon,55,1059860,90,Pignite,70,55,55,fire,fighting,0
499,"['Blaze', 'Reckless']",0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,123,70,528,45,Mega Fire Pig Pokémon,65,1059860,110,Emboar,100,65,65,fire,fighting,0
500,"['Torrent', 'Shell Armor']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,55,70,308,45,Sea Otter Pokémon,45,1059860,55,Oshawott,63,45,45,water,,0
501,"['Torrent', 'Shell Armor']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,75,70,413,45,Discipline Pokémon,60,1059860,75,Dewott,83,60,60,water,,0
502,"['Torrent', 'Shell Armor']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,100,70,528,45,Formidable Pokémon,85,1059860,95,Samurott,108,70,70,water,,0
503,"['Run Away', 'Keen Eye', 'Analytic']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55,70,255,255,Scout Pokémon,39,1000000,45,Patrat,35,39,42,normal,,0
504,"['Illuminate', 'Keen Eye', 'Analytic']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,85,70,420,255,Lookout Pokémon,69,1000000,60,Watchog,60,69,77,normal,,0
505,"['Vital Spirit', 'Pickup', 'Run Away']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60,70,275,255,Puppy Pokémon,45,1059860,45,Lillipup,25,45,55,normal,,0
506,"['Intimidate', 'Sand Rush', 'Scrappy']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80,70,370,120,Loyal Dog Pokémon,65,1059860,65,Herdier,35,65,60,normal,,0
507,"['Intimidate', 'Sand Rush', 'Scrappy']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110,70,500,45,Big-Hearted Pokémon,90,1059860,85,Stoutland,45,90,80,normal,,0
508,"['Limber', 'Unburden', 'Prankster']",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,50,70,281,255,Devious Pokémon,37,1000000,41,Purrloin,50,37,66,dark,,0
509,"['Limber', 'Unburden', 'Prankster']",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,88,70,446,90,Cruel Pokémon,50,1000000,64,Liepard,88,50,106,dark,,0
510,"['Gluttony', 'Overgrow']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,53,70,316,190,Grass Monkey Pokémon,48,1000000,50,Pansage,53,48,64,grass,,0
511,"['Gluttony', 'Overgrow']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,98,70,498,75,Thorn Monkey Pokémon,63,1000000,75,Simisage,98,63,101,grass,,0
512,"['Gluttony', 'Blaze']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,53,70,316,190,High Temp Pokémon,48,1000000,50,Pansear,53,48,64,fire,,0
513,"['Gluttony', 'Blaze']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,98,70,498,75,Ember Pokémon,63,1000000,75,Simisear,98,63,101,fire,,0
514,"['Gluttony', 'Torrent']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,53,70,316,190,Spray Pokémon,48,1000000,50,Panpour,53,48,64,water,,0
515,"['Gluttony', 'Torrent']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,98,70,498,75,Geyser Pokémon,63,1000000,75,Simipour,98,63,101,water,,0
516,"['Forewarn', 'Synchronize', 'Telepathy']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,25,70,292,190,Dream Eater Pokémon,45,800000,76,Munna,67,55,24,psychic,,0
517,"['Forewarn', 'Synchronize', 'Telepathy']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,55,70,487,75,Drowsing Pokémon,85,800000,116,Musharna,107,95,29,psychic,,0
518,"['Big Pecks', 'Super Luck', 'Rivalry']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,55,70,264,255,Tiny Pigeon Pokémon,50,1059860,50,Pidove,36,30,43,normal,flying,0
519,"['Big Pecks', 'Super Luck', 'Rivalry']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,77,70,358,120,Wild Pigeon Pokémon,62,1059860,62,Tranquill,50,42,65,normal,flying,0
520,"['Big Pecks', 'Super Luck', 'Rivalry']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,115,70,488,45,Proud Pokémon,80,1059860,80,Unfezant,65,55,93,normal,flying,0
521,"['Lightningrod', 'Motor Drive', 'Sap Sipper']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,60,70,295,190,Electrified Pokémon,32,1000000,45,Blitzle,50,32,76,electric,,0
522,"['Lightningrod', 'Motor Drive', 'Sap Sipper']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,100,70,497,75,Thunderbolt Pokémon,63,1000000,75,Zebstrika,80,63,116,electric,,0
523,"['Sturdy', 'Weak Armor', 'Sand Force']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,75,70,280,255,Mantle Pokémon,85,1059860,55,Roggenrola,25,25,15,rock,,0
524,"['Sturdy', 'Weak Armor', 'Sand Force']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,105,70,390,120,Ore Pokémon,105,1059860,70,Boldore,50,40,20,rock,,0
525,"['Sturdy', 'Sand Stream', 'Sand Force']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,135,70,515,45,Compressed Pokémon,130,1059860,85,Gigalith,60,80,25,rock,,0
526,"['Unaware', 'Klutz', 'Simple']",1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,45,70,323,190,Bat Pokémon,43,1000000,65,Woobat,55,43,72,psychic,flying,0
527,"['Unaware', 'Klutz', 'Simple']",1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,57,70,425,45,Courting Pokémon,55,1000000,67,Swoobat,77,55,114,psychic,flying,0
528,"['Sand Rush', 'Sand Force', 'Mold Breaker']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,85,70,328,120,Mole Pokémon,40,1000000,60,Drilbur,30,45,68,ground,,0
529,"['Sand Rush', 'Sand Force', 'Mold Breaker']",0.5,1.0,0.5,0.0,0.5,2.0,2.0,0.5,1.0,1.0,2.0,1.0,0.5,0.0,0.5,0.25,0.5,2.0,135,70,508,60,Subterrene Pokémon,60,1000000,110,Excadrill,50,65,88,ground,steel,0
530,"['Healer', 'Regenerator', 'Klutz']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60,70,545,255,Hearing Pokémon,126,800000,103,Audino,80,126,50,normal,,0
531,"['Guts', 'Sheer Force', 'Iron Fist']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,80,70,305,180,Muscular Pokémon,55,1059860,75,Timburr,25,35,35,fighting,,0
532,"['Guts', 'Sheer Force', 'Iron Fist']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,105,70,405,90,Muscular Pokémon,85,1059860,85,Gurdurr,40,50,40,fighting,,0
533,"['Guts', 'Sheer Force', 'Iron Fist']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,140,70,505,45,Muscular Pokémon,95,1059860,105,Conkeldurr,55,65,45,fighting,,0
534,"['Swift Swim', 'Hydration', 'Water Absorb']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,50,70,294,255,Tadpole Pokémon,40,1059860,50,Tympole,50,40,64,water,,0
535,"['Swift Swim', 'Hydration', 'Water Absorb']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,65,70,384,120,Vibration Pokémon,55,1059860,75,Palpitoad,65,55,69,water,ground,0
536,"['Swift Swim', 'Poison Touch', 'Water Absorb']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,95,70,509,45,Vibration Pokémon,75,1059860,105,Seismitoad,85,75,74,water,ground,0
537,"['Guts', 'Inner Focus', 'Mold Breaker']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,100,70,465,45,Judo Pokémon,85,1000000,120,Throh,30,85,45,fighting,,0
538,"['Sturdy', 'Inner Focus', 'Mold Breaker']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,125,70,465,45,Karate Pokémon,75,1000000,75,Sawk,30,75,85,fighting,,0
539,"['Swarm', 'Chlorophyll', 'Overcoat']",2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5,53,70,310,255,Sewing Pokémon,70,1059860,45,Sewaddle,40,60,42,bug,grass,0
540,"['Leaf Guard', 'Chlorophyll', 'Overcoat']",2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5,63,70,380,120,Leaf-Wrapped Pokémon,90,1059860,55,Swadloon,50,80,42,bug,grass,0
541,"['Swarm', 'Chlorophyll', 'Overcoat']",2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5,103,70,500,45,Nurturing Pokémon,80,1059860,75,Leavanny,70,80,92,bug,grass,0
542,"['Poison Point', 'Swarm', 'Speed Boost']",0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,45,70,260,255,Centipede Pokémon,59,1059860,30,Venipede,30,39,57,bug,poison,0
543,"['Poison Point', 'Swarm', 'Speed Boost']",0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,55,70,360,120,Curlipede Pokémon,99,1059860,40,Whirlipede,40,79,47,bug,poison,0
544,"['Poison Point', 'Swarm', 'Speed Boost']",0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,100,70,485,45,Megapede Pokémon,89,1059860,60,Scolipede,55,69,112,bug,poison,0
545,"['Prankster', 'Infiltrator', 'Chlorophyll']",1.0,0.5,0.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,0.5,2.0,1.0,4.0,1.0,1.0,2.0,0.5,27,70,280,190,Cotton Puff Pokémon,60,1000000,40,Cottonee,37,50,66,grass,fairy,0
546,"['Prankster', 'Infiltrator', 'Chlorophyll']",1.0,0.5,0.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,0.5,2.0,1.0,4.0,1.0,1.0,2.0,0.5,67,70,480,75,Windveiled Pokémon,85,1000000,60,Whimsicott,77,75,116,grass,fairy,0
547,"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,35,70,280,190,Bulb Pokémon,50,1000000,45,Petilil,70,50,30,grass,,0
548,"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,60,70,480,75,Flowering Pokémon,75,1000000,70,Lilligant,110,75,90,grass,,0
549,"['Reckless', 'Rock Head', 'Adaptability', 'Mold Breaker']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,92,70,460,25,Hostile Pokémon,65,1000000,70,Basculin,80,55,98,water,,0
550,"['Intimidate', 'Moxie', 'Anger Point']",2.0,0.5,1.0,0.0,2.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,2.0,72,70,292,180,Desert Croc Pokémon,35,1059860,50,Sandile,35,35,65,ground,dark,0
551,"['Intimidate', 'Moxie', 'Anger Point']",2.0,0.5,1.0,0.0,2.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,2.0,82,70,351,90,Desert Croc Pokémon,45,1059860,60,Krokorok,45,45,74,ground,dark,0
552,"['Intimidate', 'Moxie', 'Anger Point']",2.0,0.5,1.0,0.0,2.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,2.0,117,70,519,45,Intimidation Pokémon,80,1059860,95,Krookodile,65,70,92,ground,dark,0
553,"['Hustle', 'Inner Focus']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,90,70,315,120,Zen Charm Pokémon,45,1059860,70,Darumaka,15,45,50,fire,,0
554,"['Sheer Force', 'Zen Mode']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,30,70,540,60,Blazing Pokémon,105,1059860,105,Darmanitan,140,105,55,fire,fire,0
555,"['Water Absorb', 'Chlorophyll', 'Storm Drain']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,86,70,461,255,Cactus Pokémon,67,1000000,75,Maractus,106,67,60,grass,,0
556,"['Sturdy', 'Shell Armor', 'Weak Armor']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,65,70,325,190,Rock Inn Pokémon,85,1000000,50,Dwebble,35,35,55,bug,rock,0
557,"['Sturdy', 'Shell Armor', 'Weak Armor']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,105,70,485,75,Stone Home Pokémon,125,1000000,70,Crustle,65,75,45,bug,rock,0
558,"['Shed Skin', 'Moxie', 'Intimidate']",1.0,0.25,1.0,1.0,4.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,75,35,348,180,Shedding Pokémon,70,1000000,50,Scraggy,35,70,48,dark,fighting,0
559,"['Shed Skin', 'Moxie', 'Intimidate']",1.0,0.25,1.0,1.0,4.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,90,70,488,90,Hoodlum Pokémon,115,1000000,65,Scrafty,45,115,58,dark,fighting,0
560,"['Wonder Skin ', 'Magic Guard', 'Tinted Lens']",1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,58,70,490,45,Avianoid Pokémon,80,1000000,72,Sigilyph,103,80,97,psychic,flying,0
561,['Mummy'],0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,30,70,303,190,Spirit Pokémon,85,1000000,38,Yamask,55,65,30,ghost,,0
562,['Mummy'],0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,50,70,483,90,Coffin Pokémon,145,1000000,58,Cofagrigus,95,105,30,ghost,,0
563,"['Solid Rock', 'Sturdy', 'Swift Swim']",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,78,70,355,45,Prototurtle Pokémon,103,1000000,54,Tirtouga,53,45,22,water,rock,0
564,"['Solid Rock', 'Sturdy', 'Swift Swim']",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,108,70,495,45,Prototurtle Pokémon,133,1000000,74,Carracosta,83,65,32,water,rock,0
565,['Defeatist'],0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,2.0,2.0,2.0,112,70,401,45,First Bird Pokémon,45,1000000,55,Archen,74,45,70,rock,flying,0
566,['Defeatist'],0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,2.0,2.0,2.0,140,70,567,45,First Bird Pokémon,65,1000000,75,Archeops,112,65,110,rock,flying,0
567,"['Stench', 'Sticky Hold', 'Aftermath']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,50,70,329,190,Trash Bag Pokémon,62,1000000,50,Trubbish,40,62,65,poison,,0
568,"['Stench', 'Weak Armor', 'Aftermath']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,95,70,474,60,Trash Heap Pokémon,82,1000000,80,Garbodor,60,82,75,poison,,0
569,['Illusion'],2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,65,70,330,75,Tricky Fox Pokémon,40,1059860,40,Zorua,80,40,65,dark,,0
570,['Illusion'],2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,105,70,510,45,Illusion Fox Pokémon,60,1059860,60,Zoroark,120,60,105,dark,,0
571,"['Cute Charm', 'Technician', 'Skill Link']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50,70,300,255,Chinchilla Pokémon,40,800000,55,Minccino,40,40,75,normal,,0
572,"['Cute Charm', 'Technician', 'Skill Link']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,95,70,470,60,Scarf Pokémon,60,800000,75,Cinccino,65,60,115,normal,,0
573,"['Frisk', 'Competitive', 'Shadow Tag']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,30,70,290,200,Fixation Pokémon,50,1059860,45,Gothita,55,65,45,psychic,,0
574,"['Frisk', 'Competitive', 'Shadow Tag']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,45,70,390,100,Manipulate Pokémon,70,1059860,60,Gothorita,75,85,55,psychic,,0
575,"['Frisk', 'Competitive', 'Shadow Tag']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,55,70,490,50,Astral Body Pokémon,95,1059860,70,Gothitelle,95,110,65,psychic,,0
576,"['Overcoat', 'Magic Guard', 'Regenerator']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,30,70,290,200,Cell Pokémon,40,1059860,45,Solosis,105,50,20,psychic,,0
577,"['Overcoat', 'Magic Guard', 'Regenerator']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,40,70,370,100,Mitosis Pokémon,50,1059860,65,Duosion,125,60,30,psychic,,0
578,"['Overcoat', 'Magic Guard', 'Regenerator']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,65,70,490,50,Multiplying Pokémon,75,1059860,110,Reuniclus,125,85,30,psychic,,0
579,"['Keen Eye', 'Big Pecks', 'Hydration']",0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,44,70,305,190,Water Bird Pokémon,50,1000000,62,Ducklett,44,50,55,water,flying,0
580,"['Keen Eye', 'Big Pecks', 'Hydration']",0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,87,70,473,45,White Bird Pokémon,63,1000000,75,Swanna,87,63,98,water,flying,0
581,"['Ice Body', 'Snow Cloak', 'Weak Armor']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,50,70,305,255,Fresh Snow Pokémon,50,1250000,36,Vanillite,65,60,44,ice,,0
582,"['Ice Body', 'Snow Cloak', 'Weak Armor']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,65,70,395,120,Icy Snow Pokémon,65,1250000,51,Vanillish,80,75,59,ice,,0
583,"['Ice Body', 'Snow Warning', 'Weak Armor']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,95,70,535,45,Snowstorm Pokémon,85,1250000,71,Vanilluxe,110,95,79,ice,,0
